dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,epoch_seconds,train_examples,validation_examples,test_examples
Diginetica,1,7.726433807015468,6.469313410053622,36.85073734832585,10.763564642264994,224.0936257839203,647523,71947,60858
Diginetica,2,6.159839235794053,6.024490485180144,42.48127093554978,12.796833326710948,221.87604784965515,647523,71947,60858
Diginetica,3,5.8599093391811845,5.861847662701376,44.413248641361,13.415094651822917,221.12292194366455,647523,71947,60858
Diginetica,4,5.094152534693966,5.387406284774947,52.59010104660375,17.710839815447425,222.35842609405518,647523,71947,60858
Diginetica,5,4.809947533433641,5.336518966823741,53.61585611630784,18.078416277986587,227.6121871471405,647523,71947,60858
Diginetica,6,4.679476638270941,5.453713242574579,52.471958525025364,17.69329012960487,228.71903109550476,647523,71947,60858
Diginetica,7,4.558812545090406,5.360824559623558,53.998081921414375,18.531619928023222,225.92800045013428,647523,71947,60858
Diginetica,8,4.527149471734326,5.340399610687565,54.50678972021071,18.711993037077782,224.29430603981018,647523,71947,60858
Diginetica,9,4.459252977613198,5.396393488639373,53.57415875575076,18.38500355342706,221.72124433517456,647523,71947,60858
Diginetica,10,4.516579810427662,5.387762308839824,53.765966614313314,18.4950327385106,249.59670972824097,647523,71947,60858
Diginetica,11,4.488127058228277,5.3816398171743485,53.86882010368743,18.55181600276492,227.03058791160583,647523,71947,60858
Diginetica,12,4.4633236710355035,5.3771153581875275,53.99669200939581,18.613419877478236,226.05655646324158,647523,71947,60858
Diginetica,13,4.449002114585596,5.376694608715899,54.02310033774862,18.625701871052748,221.37666511535645,647523,71947,60858
