dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,5.5797311395584535,4.739700075579895,64.59375422468568,28.506795231580767,108.1999204158783,332874,36985,55898
Yoochoose 1/64,2,4.494557068371524,4.5195866350517155,67.40300121670948,29.97658358629739,106.35564851760864,332874,36985,55898
Yoochoose 1/64,3,4.252305850476597,4.463557162961074,68.29255103420306,30.94172970868614,106.79463744163513,332874,36985,55898
Yoochoose 1/64,4,4.091722333522995,4.472005466552978,68.38177639583616,30.81412828112029,106.41379475593567,332874,36985,55898
Yoochoose 1/64,5,3.9820608224382705,4.481759109641469,68.20332567256996,30.89748853410404,108.15360879898071,332874,36985,55898
Yoochoose 1/64,6,3.8753160100052635,4.503609218806274,67.97350277139381,31.20734355184409,108.11167597770691,332874,36985,55898
Yoochoose 1/64,7,3.7835785209997588,4.536208770783412,67.88157361092335,30.773640424154152,107.01589512825012,332874,36985,55898
Yoochoose 1/64,8,3.7207378539363387,4.581295807296817,67.41111261322158,30.883774901139056,107.40026140213013,332874,36985,55898
Yoochoose 1/64,9,3.678634962914424,4.630472889426143,67.21643909693118,30.785535224727866,107.0314314365387,332874,36985,55898
Yoochoose 1/64,10,3.599623564405735,4.671497862871167,66.84872245504934,30.751120642228468,107.89685273170471,332874,36985,55898
Yoochoose 1/64,11,3.558165070531237,4.70805694155392,66.47559821549277,30.525746904419325,107.29995012283325,332874,36985,55898
Yoochoose 1/64,12,3.481664696774115,4.757199375536275,66.36474246316074,30.58225016215532,108.5132577419281,332874,36985,55898
Yoochoose 1/64,13,3.415798017926053,4.7831543024059755,65.93483844801946,30.702245324725183,108.24615001678467,332874,36985,55898
Yoochoose 1/64,14,3.385256288142382,4.840932305219835,65.7861295119643,30.419792256774944,107.81250929832458,332874,36985,55898
Yoochoose 1/64,15,3.3585787947869763,4.848923717525596,65.73475733405435,30.486657979505456,108.34121656417847,332874,36985,55898
Yoochoose 1/64,16,3.339946553008027,4.888588330963906,65.45356225496823,30.36285198232814,118.34545707702637,332874,36985,55898
Diginetica,1,7.158986543112075,5.810493648840073,47.073540244902496,15.272830414659696,212.3004322052002,647523,71947,60858
Diginetica,2,5.483955924525975,5.513498888543703,50.659513252811095,16.746996685348694,208.752454996109,647523,71947,60858
Diginetica,3,5.170736465667393,5.4418264906098255,52.08556298386312,17.347589458307734,207.83913683891296,647523,71947,60858
Diginetica,4,4.960053225873349,5.43692268229645,52.04247571128747,17.572773921706272,207.2802951335907,647523,71947,60858
Diginetica,5,4.750133143499286,5.501587632701636,51.731135419127966,17.255468367337304,206.38196635246277,647523,71947,60858
Diginetica,6,4.563518120338911,5.5790082539839645,51.075096946363296,17.077523971055616,217.7813196182251,647523,71947,60858
Diginetica,7,4.385045803983024,5.696378169425001,50.32176463229877,16.771722901980404,218.2398281097412,647523,71947,60858
Diginetica,8,4.243948176261481,5.79408755505168,49.31546833085466,16.604059513016804,208.49311757087708,647523,71947,60858
Diginetica,9,4.144406319757739,5.845943590041415,48.82899912435543,16.560174274695104,207.88896250724792,647523,71947,60858
Diginetica,10,4.033924374209892,5.962190604596621,47.9047076320069,16.213735076109195,208.12652492523193,647523,71947,60858
Diginetica,11,3.9073408784236903,6.056276480294994,47.46549543413902,16.014426292079992,209.50947332382202,647523,71947,60858
Diginetica,12,3.881496473542786,6.102249176650985,47.115237605459576,15.944122297512935,212.19379091262817,647523,71947,60858
Diginetica,13,3.760867006868488,6.224646813096,46.322987754875115,15.718477881473188,209.92161536216736,647523,71947,60858
Diginetica,14,3.7030377285257696,6.236806874981248,46.20762505733387,15.687100256713967,210.692476272583,647523,71947,60858
