dataset,best_epoch,best_validation_precision@20,best_validation_mrr@20,test_precision@20,test_mrr@20,test_loss,best_checkpoint_path,final_checkpoint_path
Yoochoose 1/64,7,69.3064755982155,32.57117839347548,70.18497978460768,30.881512091280868,4.336914806341399,/kaggle/working/results/checkpoints/gat_sagpool_yoochoose_1_64.pt,/kaggle/working/results/checkpoints/gat_sagpool_yoochoose_1_64.pt
Diginetica,4,55.464439101004906,19.49043549104438,50.427224029708505,16.743125199072814,5.531137394236744,/kaggle/working/results/checkpoints/gat_sagpool_diginetica.pt,/kaggle/working/results/checkpoints/gat_sagpool_diginetica.pt
