dataset,best_epoch,best_validation_precision@20,best_validation_mrr@20,test_precision@20,test_mrr@20,test_loss,best_checkpoint_path,final_checkpoint_path
Yoochoose 1/64,7,69.27673381100446,32.53235209321789,70.36208808901928,30.93688572202498,4.337271876162657,/kaggle/working/results/checkpoints/gat_sagpool_yoochoose_1_64.pt,/kaggle/working/results/checkpoints/gat_sagpool_yoochoose_1_64.pt
Diginetica,4,55.468608837060614,19.459496701350414,50.3565677478721,16.833292770003382,5.53019000867362,/kaggle/working/results/checkpoints/gat_sagpool_diginetica.pt,/kaggle/working/results/checkpoints/gat_sagpool_diginetica.pt
