dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,7.107809371462114,6.081738015453735,47.04880356901447,22.539301948707234,146.6807301044464,332874,36985,55898
Yoochoose 1/64,2,5.753242588847124,5.495117681935717,54.443693389211845,25.279873106243386,141.16617584228516,332874,36985,55898
Yoochoose 1/64,3,5.2268770260692445,5.134245906405406,59.091523590644854,26.872556360731323,141.98310565948486,332874,36985,55898
Yoochoose 1/64,4,4.823785064761005,4.928303536779577,61.73854265242666,28.735079644772917,141.95646333694458,332874,36985,55898
Yoochoose 1/64,5,4.688228683151032,4.8360855009195785,63.02555089901311,29.239075921009533,140.89055848121643,332874,36985,55898
Yoochoose 1/64,6,4.585367396362061,4.760976192192788,63.936731107205624,29.71366035014822,139.89096069335938,332874,36985,55898
Yoochoose 1/64,7,4.436822325134296,4.687289396105255,65.02365823982696,30.52223076639231,139.13362455368042,332874,36985,55898
Yoochoose 1/64,8,4.389718849814806,4.663532562637484,65.326483709612,30.603554826081243,138.74152851104736,332874,36985,55898
Yoochoose 1/64,9,4.352797583700214,4.636980673292448,65.65905096660808,30.800862396764195,140.5075957775116,332874,36985,55898
Yoochoose 1/64,10,4.2772946149787465,4.6113974551373245,66.10247397593619,31.24508962802699,140.52203273773193,332874,36985,55898
Yoochoose 1/64,11,4.255978983102092,4.6007249872636455,66.23225632012978,31.235207504431298,140.85875725746155,332874,36985,55898
Yoochoose 1/64,12,4.239190143314591,4.594435105021457,66.42963363525753,31.359924990953232,141.11809468269348,332874,36985,55898
Yoochoose 1/64,13,4.201173874196734,4.584667439684443,66.58375016898742,31.55545309844719,140.33618474006653,332874,36985,55898
Yoochoose 1/64,14,4.189799823978839,4.58021298579079,66.58915776666215,31.644161199095507,140.76223921775818,332874,36985,55898
Yoochoose 1/64,15,4.181049026247638,4.576547974136144,66.64052994457212,31.610347541003545,140.0022313594818,332874,36985,55898
Yoochoose 1/64,16,4.160079214525735,4.5725573951914065,66.67297553062052,31.68304709465065,137.91581773757935,332874,36985,55898
Yoochoose 1/64,17,4.15489391793906,4.571139925409688,66.70812491550629,31.67739789260631,137.8955864906311,332874,36985,55898
Yoochoose 1/64,18,4.150030438700893,4.570759860731483,66.76760848992835,31.705430022958197,138.17911791801453,332874,36985,55898
Yoochoose 1/64,19,4.139413142091548,4.568258065121454,66.80275787481412,31.756515110991074,137.7800760269165,332874,36985,55898
Yoochoose 1/64,20,4.136328210160973,4.567679308388094,66.77842368527782,31.795636458511012,137.16015315055847,332874,36985,55898
Yoochoose 1/64,21,4.134536854872142,4.5671195226439565,66.81627686900094,31.74318111698676,137.57053995132446,332874,36985,55898
Yoochoose 1/64,22,4.1285974160491685,4.566367713925128,66.81086927132621,31.77711039696962,137.1583869457245,332874,36985,55898
Yoochoose 1/64,23,4.127554638534164,4.56568163466547,66.78923888062728,31.76721749506207,135.46597123146057,332874,36985,55898
Yoochoose 1/64,24,4.126659632352257,4.565525764353423,66.82438826551305,31.775924060672494,134.43414115905762,332874,36985,55898
