dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,learning_rate,epoch_seconds,train_examples,validation_examples,test_examples
Diginetica,14,4.595768802438892,5.365031836954007,54.13429329923416,19.13988235828661,6.25e-05,634.4724779129028,647523,71947,60858
Diginetica,15,4.589858061801276,5.367733319781578,54.110664794918485,19.059794652350497,3.125e-05,634.2766768932343,647523,71947,60858
Diginetica,16,4.535064458177288,5.360798324327703,54.337220453945264,19.271558694419156,3.125e-05,645.924224615097,647523,71947,60858
Diginetica,17,4.527908966086242,5.366874580637006,54.3942068467066,19.271940377554984,3.125e-05,632.1173322200775,647523,71947,60858
Diginetica,18,4.523615669341873,5.368435857831071,54.326101157796714,19.291638215888803,1.5625e-05,636.1530618667603,647523,71947,60858
Diginetica,19,4.49169913527185,5.369888923835153,54.333050717889556,19.361910936056898,1.5625e-05,633.2103385925293,647523,71947,60858
Diginetica,20,4.488309912391047,5.370996491086242,54.413665614966575,19.305422256121698,1.5625e-05,633.2517931461334,647523,71947,60858
Diginetica,21,4.486768302961105,5.372776432988549,54.35528931018666,19.334703747892497,7.8125e-06,631.4200875759125,647523,71947,60858
Diginetica,22,4.467282342553391,5.375061219364236,54.424784911115125,19.351100611458385,7.8125e-06,635.9080402851105,647523,71947,60858
Diginetica,23,4.466803876680409,5.375551074149685,54.442853767356524,19.340365227976008,7.8125e-06,634.7980616092682,647523,71947,60858
Diginetica,24,4.465079639431863,5.376088077040088,54.4303445591894,19.324650370718608,3.90625e-06,634.7714121341705,647523,71947,60858
Diginetica,25,4.454996532216744,5.377342204430444,54.40115640679945,19.351496489624243,3.90625e-06,632.8494765758514,647523,71947,60858
Diginetica,26,4.454367099586658,5.378724171467244,54.39142702266947,19.367437382421198,3.90625e-06,634.7633981704712,647523,71947,60858
Diginetica,27,4.454210597078973,5.379372668749781,54.42200508707799,19.35153638125079,1.953125e-06,643.3853468894958,647523,71947,60858
Diginetica,28,4.448677652758928,5.379699950344325,54.38864719863233,19.354820871809792,1.953125e-06,641.6014194488525,647523,71947,60858
Diginetica,29,4.447572328318091,5.379633075031414,54.39698667074374,19.342943615536743,1.953125e-06,633.3180222511292,647523,71947,60858
Diginetica,30,4.448062915024421,5.379808700909659,54.39837658276231,19.353762951706052,9.765625e-07,635.1188766956329,647523,71947,60858
