dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,5.602529327386252,4.793255106539312,64.36933892118427,28.210140061697572,139.8060564994812,332874,36985,55898
Yoochoose 1/64,2,4.503628125411309,4.527395972790421,67.39759361903474,30.129358699809416,141.97723031044006,332874,36985,55898
Yoochoose 1/64,3,4.23002625180403,4.464881021750526,68.25740164931729,30.642246438697235,140.02131128311157,332874,36985,55898
Yoochoose 1/64,4,3.8002707933969457,4.365244917761913,69.46870352845748,32.36729601129932,139.8481011390686,332874,36985,55898
Yoochoose 1/64,5,3.755285105705863,4.3754413440225255,69.32540219007706,32.24775515715303,139.37264943122864,332874,36985,55898
Yoochoose 1/64,6,3.70973007179922,4.388709632290269,69.52818710287954,32.51529130965322,139.3636510372162,332874,36985,55898
Yoochoose 1/64,7,3.6088359530030796,4.399910599150432,69.49844531566852,32.51062412011844,138.25092577934265,332874,36985,55898
Yoochoose 1/64,8,3.597754833312748,4.403722199585303,69.50926051101798,32.525192602141345,138.86002564430237,332874,36985,55898
Yoochoose 1/64,9,3.5920509883007004,4.407232281129328,69.41733135054751,32.55894872777056,144.24209213256836,332874,36985,55898
Yoochoose 1/64,10,3.58132149434211,4.408712691353095,69.42814654589698,32.550399602869646,141.63111305236816,332874,36985,55898
Yoochoose 1/64,11,3.580862287991229,4.409680125293368,69.44707313775855,32.553577760884906,141.85559701919556,332874,36985,55898
Yoochoose 1/64,12,3.5793985346964177,4.410502074392354,69.45248073543328,32.55249623722429,143.433189868927,332874,36985,55898
Yoochoose 1/64,13,3.578136744435289,4.4105544760047675,69.45248073543328,32.55156332018312,142.24885153770447,332874,36985,55898
Yoochoose 1/64,14,3.578876999086238,4.410619377235762,69.44707313775855,32.549481084415426,142.1415889263153,332874,36985,55898
