dataset,test_precision@20,test_mrr@20,test_loss,paper_precision@20,paper_mrr@20,delta_precision@20,delta_mrr@20,best_epoch,best_validation_precision@20,best_validation_mrr@20,train_examples,validation_examples,test_examples,num_items,checkpoint_path
Yoochoose 1/64,70.64474578696912,31.03752790006987,4.419389128450409,71.02,31.12,-0.37525421303087114,-0.08247209993013271,11,69.7742327970799,32.68578012488864,332874,36985,55898,37484,/kaggle/working/results/checkpoints/gat_tagnn_yoochoose_1_64.pt
Diginetica,51.350685201616876,17.3452725588008,5.591855105264974,51.31,18.03,0.04068520161687417,-0.6847274411992004,4,55.87307323446426,19.670324671390578,647523,71947,60858,43098,/kaggle/working/results/checkpoints/gat_tagnn_diginetica.pt
