dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,learning_rate,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,5.676666573179114,4.779614587466395,65.13721779099635,28.712377198825127,0.001,524.4426717758179,332874,36985,55898
Yoochoose 1/64,2,4.522119422075728,4.564894975255079,68.0140597539543,30.363911505855548,0.001,527.5075995922089,332874,36985,55898
Yoochoose 1/64,3,4.264759172237205,4.514306909283448,68.6440448830607,30.82098644875958,0.0001,522.7192070484161,332874,36985,55898
Yoochoose 1/64,4,3.8482846620166127,4.431001427206813,69.73637961335676,32.53486044361444,0.0001,525.1624848842621,332874,36985,55898
Yoochoose 1/64,5,3.760318911787466,4.444646703305721,69.7498986075436,32.59899169315401,0.0001,524.5919697284698,332874,36985,55898
Yoochoose 1/64,6,3.7132119110597124,4.457518345055523,69.7742327970799,32.63815607140801,1e-05,522.7468214035034,332874,36985,55898
Yoochoose 1/64,7,3.6378599328271117,4.471075384427007,69.6850074354468,32.67181077776397,1e-05,525.183794260025,332874,36985,55898
Yoochoose 1/64,8,3.630118520881112,4.474977211064546,69.61741246451264,32.67634177894484,1e-05,523.305832862854,332874,36985,55898
Yoochoose 1/64,9,3.6263154067672403,4.478297960215103,69.59848587265107,32.67683004162933,1.0000000000000002e-06,523.7239055633545,332874,36985,55898
Yoochoose 1/64,10,3.6170097873003155,4.479338610093304,69.58226307962687,32.67991455725855,1.0000000000000002e-06,532.3128333091736,332874,36985,55898
Yoochoose 1/64,11,3.6156364754907315,4.4801036584727,69.58496687846424,32.68578012488864,1.0000000000000002e-06,522.356285572052,332874,36985,55898
Yoochoose 1/64,12,3.6152742289008186,4.4805007459860455,69.57685548195214,32.681079713399306,1.0000000000000002e-07,523.2082524299622,332874,36985,55898
Yoochoose 1/64,13,3.61436664503979,4.4805535906566964,69.57955928078951,32.684140547684954,1.0000000000000002e-07,533.3422780036926,332874,36985,55898
Yoochoose 1/64,14,3.614824020473731,4.480619761498051,69.57955928078951,32.68403125353982,1.0000000000000002e-07,522.2384588718414,332874,36985,55898
Yoochoose 1/64,15,3.61438523355674,4.480689705715512,69.57685548195214,32.68443910176647,1.0000000000000004e-08,525.3984456062317,332874,36985,55898
Yoochoose 1/64,16,3.6140431160803255,4.480691898960156,69.57685548195214,32.68442915890271,1.0000000000000004e-08,524.3310601711273,332874,36985,55898
Diginetica,1,7.121669105829512,5.780681894730432,47.78378528639137,15.740228713636563,0.001,603.2631502151489,647523,71947,60858
Diginetica,2,5.428827053997363,5.500450647950797,51.66163981819951,17.45908765336734,0.001,604.6049592494965,647523,71947,60858
Diginetica,3,5.134562109236906,5.47353539161391,52.5650826302695,17.979590514719337,0.0001,605.1757164001465,647523,71947,60858
Diginetica,4,4.3937810715211265,5.312209321686823,55.87307323446426,19.670324671390578,0.0001,600.5559663772583,647523,71947,60858
Diginetica,5,4.174330059155688,5.366711164267414,55.66458643167888,19.620437547310793,0.0001,626.3596158027649,647523,71947,60858
Diginetica,6,4.062651913640322,5.457920792227181,55.19618608142105,19.48716733093359,1e-05,603.2945744991302,647523,71947,60858
Diginetica,7,3.8698574931083796,5.507049513099765,55.05163523148985,19.473677029998655,1e-05,603.8782393932343,647523,71947,60858
Diginetica,8,3.8511718320140864,5.5230112381736465,55.037736111304156,19.429187581661996,1e-05,603.61554646492,647523,71947,60858
Diginetica,9,3.8370767617330843,5.539964423212168,54.950171654134294,19.42113945959262,1.0000000000000002e-06,603.5904989242554,647523,71947,60858
