dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,learning_rate,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,7.074089191676417,5.9327865227728545,51.01798026226849,25.466842671995536,0.001,626.8699922561646,332874,36985,55898
Yoochoose 1/64,2,5.61752199950882,5.501315283456234,55.55225091253211,26.97809863738374,0.001,627.5976941585541,332874,36985,55898
Yoochoose 1/64,3,5.157464607578578,5.199856820840747,59.140191969717456,28.51976518681263,0.0005,627.5313484668732,332874,36985,55898
Yoochoose 1/64,4,4.729701092805058,5.024366554769774,61.070704339597135,29.516468628267994,0.0005,626.0395722389221,332874,36985,55898
Yoochoose 1/64,5,4.552816102136252,4.946712637650285,62.265783425713124,30.008292740319924,0.0005,626.1683356761932,332874,36985,55898
Yoochoose 1/64,6,4.411006361326149,4.906978053564443,63.249966202514535,30.470617319323395,0.00025,625.145432472229,332874,36985,55898
Yoochoose 1/64,7,4.223385212571642,4.862862878286051,63.98539948627822,30.887577298752145,0.00025,622.8907554149628,332874,36985,55898
Yoochoose 1/64,8,4.153277264971735,4.8588863244906975,64.3260781397864,31.022715241712092,0.00025,622.6306531429291,332874,36985,55898
Yoochoose 1/64,9,4.098297763081507,4.852090570625943,64.52886305258889,31.09229293726289,0.000125,621.4202299118042,332874,36985,55898
Yoochoose 1/64,10,4.001824022993221,4.849486481809803,64.77490874678924,31.259694627383052,0.000125,623.1523013114929,332874,36985,55898
Yoochoose 1/64,11,3.970623509075114,4.85083992796781,64.8830607002839,31.29723342992461,0.000125,632.1074075698853,332874,36985,55898
Yoochoose 1/64,12,3.9454050383531167,4.8625302178095495,64.9966202514533,31.38971677612288,6.25e-05,621.5835876464844,332874,36985,55898
Yoochoose 1/64,13,3.8925610548760736,4.864827556063457,65.05610382587535,31.39491842037055,6.25e-05,622.4345452785492,332874,36985,55898
Yoochoose 1/64,14,3.8770757110788825,4.870346330220077,65.01825064215222,31.40758749051756,6.25e-05,621.9933111667633,332874,36985,55898
Yoochoose 1/64,15,3.8633119588607707,4.871732794369848,65.09936460727322,31.428417501311632,3.125e-05,627.9920785427094,332874,36985,55898
Yoochoose 1/64,16,3.8356360750243,4.869918126326341,65.15344058402054,31.431204396292085,3.125e-05,618.1339676380157,332874,36985,55898
Yoochoose 1/64,17,3.828529586096492,4.875745575218825,65.1967013654184,31.445900134594194,3.125e-05,620.5342650413513,332874,36985,55898
Yoochoose 1/64,18,3.8225941258456855,4.8813120768620415,65.17507097471947,31.40257890182233,1.5625e-05,620.6321239471436,332874,36985,55898
Yoochoose 1/64,19,3.8075548297213486,4.883003952536403,65.13992158983372,31.445848496681904,1.5625e-05,619.7094445228577,332874,36985,55898
Yoochoose 1/64,20,3.8038744526216206,4.887910033426237,65.20751656076789,31.455517116875136,1.5625e-05,621.9442965984344,332874,36985,55898
Yoochoose 1/64,21,3.802291525340862,4.883320641514416,65.17777477355685,31.491975045549044,7.8125e-06,619.456545829773,332874,36985,55898
Yoochoose 1/64,22,3.79286378338029,4.887456517131229,65.15073678518318,31.460428133484026,7.8125e-06,623.048278093338,332874,36985,55898
Yoochoose 1/64,23,3.791958752089418,4.888972009470837,65.18047857239421,31.458094242184135,7.8125e-06,620.6660895347595,332874,36985,55898
Yoochoose 1/64,24,3.7914025297611107,4.8887357460384,65.16695957820738,31.456192700431302,3.90625e-06,623.0772655010223,332874,36985,55898
Yoochoose 1/64,25,3.7867511048908256,4.890180904671552,65.16695957820738,31.45394975436093,3.90625e-06,621.5604817867279,332874,36985,55898
Yoochoose 1/64,26,3.785679055305109,4.88954110988108,65.18318237123158,31.44785797626598,3.90625e-06,619.6028292179108,332874,36985,55898
Diginetica,1,9.438445801462994,8.755239664831425,22.643056694511237,12.03092652576595,0.001,751.9059302806854,647523,71947,60858
Diginetica,2,7.721078184271562,6.871325738107225,36.97721934201565,14.419025873570224,0.001,753.4842238426208,647523,71947,60858
Diginetica,3,6.008290231045523,5.953098671201725,46.21874435348242,16.207684206959602,0.0005,751.6589119434357,647523,71947,60858
Diginetica,4,5.148633155843845,5.679077173191649,49.95621777141507,17.4444509536421,0.0005,752.7499876022339,647523,71947,60858
Diginetica,5,4.918839630192151,5.628576201256075,50.80267419072373,17.64504062075137,0.0005,752.4307301044464,647523,71947,60858
Diginetica,6,4.7745068913547755,5.673678007129434,51.075096946363296,17.79050545882855,0.00025,770.9624915122986,647523,71947,60858
Diginetica,7,4.440688953676133,5.682379585907243,51.692217882608034,18.235213328384084,0.00025,749.0442712306976,647523,71947,60858
Diginetica,8,4.3394885618514145,5.749648883632469,51.22798726840591,18.083722227510837,0.00025,747.296680688858,647523,71947,60858
Diginetica,9,4.2686166053509975,5.805543670691146,51.00004169736056,17.89092687655352,0.000125,747.817985534668,647523,71947,60858
Diginetica,10,4.052482128155829,5.882859783261948,51.14459254729176,18.100734193580173,0.000125,746.7360982894897,647523,71947,60858
Diginetica,11,3.9939300202173915,5.961849390359406,50.69009131721962,17.962111313583264,0.000125,747.6064915657043,647523,71947,60858
Diginetica,12,3.9508452208287004,6.037803981183778,50.43434750580288,17.82470978939908,6.25e-05,749.9121539592743,647523,71947,60858
