dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,learning_rate,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,7.063367703805891,5.997381631919012,48.17358388535893,23.319465770775587,0.001,589.200127363205,332874,36985,55898
Yoochoose 1/64,2,5.780000700893008,5.480553052965912,54.57077193456807,25.14599164627816,0.001,590.1532733440399,332874,36985,55898
Yoochoose 1/64,3,5.281678129968781,5.155094000202781,58.913072867378666,26.822861527951808,0.0005,585.2471122741699,332874,36985,55898
Yoochoose 1/64,4,4.889450746690837,4.943929328908143,61.81965661754766,28.60175835791352,0.0005,582.515914440155,332874,36985,55898
Yoochoose 1/64,5,4.743124265003296,4.8878647661280015,62.97688251994052,29.15336065845456,0.0005,585.1741132736206,332874,36985,55898
Yoochoose 1/64,6,4.633976925187,4.834410687274219,63.83939434906043,29.51919110607453,0.00025,583.5891005992889,332874,36985,55898
Yoochoose 1/64,7,4.47947989812433,4.755581371652382,64.82898472353656,30.105087808359148,0.00025,582.4487309455872,332874,36985,55898
Yoochoose 1/64,8,4.429728752827422,4.736044091792852,65.33189130728674,30.253354684072395,0.00025,583.7756621837616,332874,36985,55898
Yoochoose 1/64,9,4.386068188233145,4.720787751766513,65.5536028119508,30.281462566875454,0.000125,581.8271391391754,332874,36985,55898
Yoochoose 1/64,10,4.310656576648761,4.673244015016926,65.95376503988103,30.846476924246964,0.000125,582.4660515785217,332874,36985,55898
Yoochoose 1/64,11,4.28738252011173,4.673675299561054,66.04839799918886,30.92601415126956,0.000125,584.409157037735,332874,36985,55898
Yoochoose 1/64,12,4.270063759925539,4.691111412179845,66.21603352710558,30.938172097365342,6.25e-05,584.7819998264313,332874,36985,55898
Yoochoose 1/64,13,4.2304919525396585,4.648494082591784,66.42692983642017,31.092252732612515,6.25e-05,583.9416215419769,332874,36985,55898
Yoochoose 1/64,14,4.219036259664907,4.657554174639557,66.521562795728,31.1416162663865,6.25e-05,583.9465870857239,332874,36985,55898
Yoochoose 1/64,15,4.210001693441198,4.659356055685809,66.54319318642693,31.149172760335695,3.125e-05,583.7714631557465,332874,36985,55898
Yoochoose 1/64,16,4.188701668043606,4.648744739196228,66.65134513992159,31.244005592864994,3.125e-05,581.9285764694214,332874,36985,55898
Yoochoose 1/64,17,4.182412370254836,4.659223306077516,66.6432337434095,31.214359742943717,3.125e-05,582.365984916687,332874,36985,55898
Yoochoose 1/64,18,4.179220128917589,4.643923131649569,66.63241854806003,31.220794833478404,1.5625e-05,594.1794786453247,332874,36985,55898
Yoochoose 1/64,19,4.168244517751912,4.647308558987108,66.72164390969311,31.275324726710693,1.5625e-05,588.695258140564,332874,36985,55898
Yoochoose 1/64,20,4.163190409910801,4.647800270215682,66.74327430039205,31.269165504231747,1.5625e-05,586.3973696231842,332874,36985,55898
Yoochoose 1/64,21,4.161840667837031,4.644336109050499,66.77571988644046,31.263926734114655,7.8125e-06,587.4076018333435,332874,36985,55898
Yoochoose 1/64,22,4.158088109314439,4.649078485368474,66.81357307016359,31.273621113957528,7.8125e-06,585.6546764373779,332874,36985,55898
Yoochoose 1/64,23,4.154864117953056,4.64634443125532,66.78923888062728,31.311235895862094,7.8125e-06,588.3201644420624,332874,36985,55898
