dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,learning_rate,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,24,4.154017208140186,4.64830516747112,66.75679329457888,31.335832235602666,3.90625e-06,587.5537760257721,332874,36985,55898
Yoochoose 1/64,25,4.151065092917576,4.65096536623202,66.81086927132621,31.307256991788794,3.90625e-06,587.2512593269348,332874,36985,55898
Yoochoose 1/64,26,4.149761152776561,4.650401517605804,66.79735027713939,31.314331746768577,3.90625e-06,590.5049567222595,332874,36985,55898
Yoochoose 1/64,27,4.14983553303879,4.64787122741396,66.81898066783832,31.330002927451385,1.953125e-06,584.9697234630585,332874,36985,55898
Yoochoose 1/64,28,4.147102522732716,4.64728470584807,66.80546167365148,31.322187707603696,1.953125e-06,585.3105518817902,332874,36985,55898
Yoochoose 1/64,29,4.147565340849245,4.64989721083683,66.82709206435041,31.315692258522578,1.953125e-06,586.4109108448029,332874,36985,55898
Yoochoose 1/64,30,4.146157715962441,4.649186797475306,66.83790725969988,31.32384396798388,9.765625e-07,587.8302638530731,332874,36985,55898
Diginetica,1,9.69323162976985,8.841496140464413,18.64427981708758,9.811998961515197,0.001,698.4582009315491,647523,71947,60858
Diginetica,2,7.671533266396945,6.609271874564921,37.62769816670605,13.177673708021128,0.001,702.6925563812256,647523,71947,60858
Diginetica,3,6.127210035357279,5.896663879485621,44.944195032454445,14.685274725641513,0.0005,702.4958577156067,647523,71947,60858
Diginetica,4,5.451218724239195,5.5901831166431775,49.56009284612284,16.616821754983974,0.0005,700.7090497016907,647523,71947,60858
Diginetica,5,5.281841025230375,5.510516084597348,50.54415055526985,16.876071441237677,0.0005,702.0995855331421,647523,71947,60858
Diginetica,6,5.200532927555326,5.480625237023731,51.15849166747745,17.044027589274684,0.00025,700.0567722320557,647523,71947,60858
Diginetica,7,4.950027861453698,5.37065966074592,53.33648380057542,18.16217738172003,0.00025,701.0639188289642,647523,71947,60858
Diginetica,8,4.899824547720841,5.372178650078638,53.44350702600526,18.269955232920257,0.00025,702.7721841335297,647523,71947,60858
Diginetica,9,4.8762111833470625,5.349996908658082,53.33648380057542,18.14995637017479,0.000125,703.3499286174774,647523,71947,60858
Diginetica,10,4.726344539381801,5.320610174087642,54.45397306350508,18.843445731566025,0.000125,703.1377942562103,647523,71947,60858
Diginetica,11,4.702627259345235,5.318316231811545,54.56377611297205,18.925916968484596,0.000125,695.7731204032898,647523,71947,60858
Diginetica,12,4.692762259118499,5.308869391569165,54.54987699278636,18.876845206982654,6.25e-05,694.7993228435516,647523,71947,60858
Diginetica,13,4.601445061515444,5.307978832161842,54.95434139019,19.1494541191277,6.25e-05,695.2427439689636,647523,71947,60858
Diginetica,14,4.587004954189967,5.303350596536809,55.05024531947128,19.205293942106216,6.25e-05,692.9989042282104,647523,71947,60858
Diginetica,15,4.582654492402697,5.317441286433555,54.893185261372956,19.274248873971906,3.125e-05,692.0962746143341,647523,71947,60858
Diginetica,16,4.527772656821392,5.314735349708199,55.14475933673398,19.39904483769345,3.125e-05,700.5533905029297,647523,71947,60858
Diginetica,17,4.520536961045898,5.312853508996906,55.17811722517965,19.37147940297235,3.125e-05,704.8137471675873,647523,71947,60858
Diginetica,18,4.518906913719432,5.315466181385921,55.10723171223262,19.41511614343506,1.5625e-05,704.7699115276337,647523,71947,60858
Diginetica,19,4.486084130079477,5.319858090690999,55.22815405784814,19.458185779921948,1.5625e-05,689.1992471218109,647523,71947,60858
Diginetica,20,4.482248170399429,5.318957981729328,55.250392650145244,19.447722448186518,1.5625e-05,692.5411257743835,647523,71947,60858
Diginetica,21,4.481302922163508,5.323362080633697,55.26846150638664,19.44187952648424,7.8125e-06,688.8485968112946,647523,71947,60858
Diginetica,22,4.46269471399953,5.324257848088712,55.24761282610811,19.478064654264372,7.8125e-06,691.6621222496033,647523,71947,60858
Diginetica,23,4.460047313954692,5.322604213315723,55.24900273812668,19.47356931664212,7.8125e-06,689.3738272190094,647523,71947,60858
Diginetica,24,4.458832510874604,5.327603919051385,55.235103617940986,19.483999629589803,3.90625e-06,692.6921935081482,647523,71947,60858
Diginetica,25,4.448140772927539,5.327871870086253,55.2434430900524,19.505326986853017,3.90625e-06,689.8869445323944,647523,71947,60858
Diginetica,26,4.4481095055078255,5.329101449572034,55.218424673718154,19.488462126044443,3.90625e-06,690.7930746078491,647523,71947,60858
Diginetica,27,4.448241536309386,5.331072276227808,55.25456238620095,19.492279583049775,1.953125e-06,689.2739267349243,647523,71947,60858
Diginetica,28,4.4428703014806175,5.332310562162156,55.225374233811,19.493982019021082,1.953125e-06,691.2785530090332,647523,71947,60858
Diginetica,29,4.442203197451736,5.329976152452148,55.23371370592241,19.49605320897303,1.953125e-06,690.7137763500214,647523,71947,60858
Diginetica,30,4.4414539173500245,5.332087500500613,55.26012203427523,19.500454887763297,9.765625e-07,691.2108924388885,647523,71947,60858
