dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,5.598919388824409,4.828281402330036,65.02906583750169,28.513425162019995,176.47492933273315,332874,36985,55898
Yoochoose 1/64,2,4.556194539645616,4.606461627073702,67.68149249695823,30.097439425433507,191.74882984161377,332874,36985,55898
Yoochoose 1/64,3,4.306349154182262,4.5443439621594655,68.587265107476,30.74516446457951,184.3766896724701,332874,36985,55898
Yoochoose 1/64,4,3.88596487591065,4.438497061276252,69.86345815871299,32.51292870884991,171.96069717407227,332874,36985,55898
Yoochoose 1/64,5,3.7947985154620643,4.4460478713419915,69.83101257266459,32.6554097197129,175.57631278038025,332874,36985,55898
Yoochoose 1/64,6,3.7474120400839603,4.461558382076332,69.77152899824253,32.68912586244648,171.6627595424652,332874,36985,55898
Yoochoose 1/64,7,3.66946112323369,4.464407024406752,69.7904555901041,32.805567291824985,171.4704394340515,332874,36985,55898
Yoochoose 1/64,8,3.6625130456652393,4.46781211423442,69.75260240638096,32.817845258806884,192.2705638408661,332874,36985,55898
Yoochoose 1/64,9,3.6569809931956745,4.471285468036135,69.72286061916994,32.79524849188623,173.05166101455688,332874,36985,55898
Yoochoose 1/64,10,3.6479772412278515,4.471684297677938,69.71474922265783,32.792532522323505,173.2210853099823,332874,36985,55898
Yoochoose 1/64,11,3.6474411152019632,4.472094830039451,69.7174530214952,32.804438457048086,194.02116465568542,332874,36985,55898
Yoochoose 1/64,12,3.64684366475231,4.472488587106001,69.73097201568203,32.79991951829375,172.8570249080658,332874,36985,55898
Yoochoose 1/64,13,3.6459467823611393,4.472540006809046,69.72826821684467,32.79882492657463,189.60005402565002,332874,36985,55898
Diginetica,1,7.062177442971437,5.851028758871406,47.172223998220915,15.23896366507339,339.26828050613403,647523,71947,60858
Diginetica,2,5.5015302152927035,5.575476632187218,50.945835128636354,16.52658676649463,335.98384380340576,647523,71947,60858
Diginetica,3,5.20629404747318,5.510206505175533,52.13143008047591,17.085758088579375,336.7164669036865,647523,71947,60858
Diginetica,4,4.40925709687914,5.333439579629294,55.65485704754889,19.532865432592285,335.6994135379791,647523,71947,60858
Diginetica,5,4.186421857017667,5.389334291345222,55.37548473181648,19.4535986073879,361.166157245636,647523,71947,60858
Diginetica,6,4.069312678169488,5.46385172545518,54.83063922053734,19.26868056360225,341.4597849845886,647523,71947,60858
Diginetica,7,3.871220368136504,5.492781133657168,54.65134057014191,19.32426508679848,338.318909406662,647523,71947,60858
Diginetica,8,3.8508872974447708,5.51225011540627,54.537367784619235,19.340223945739517,339.07376050949097,647523,71947,60858
Diginetica,9,3.8339717804864493,5.529273172958297,54.40254631881802,19.303854131459353,350.757541179657,647523,71947,60858
