dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,learning_rate,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,5.643893571382625,4.782823384702568,64.9317290793565,28.784157212914785,0.001,550.2276282310486,332874,36985,55898
Yoochoose 1/64,2,4.514507118926488,4.564544849529836,68.08435852372584,30.289795460274885,0.001,548.1412575244904,332874,36985,55898
Yoochoose 1/64,3,4.258783090594261,4.5306096944000585,68.5223739353792,30.827857261576234,0.0001,548.4177486896515,332874,36985,55898
Yoochoose 1/64,4,3.846013254874569,4.44210181907333,69.67959983777207,32.55364431309284,0.0001,548.7871744632721,332874,36985,55898
Yoochoose 1/64,5,3.756717722100362,4.448684276334817,69.7336758145194,32.80800304075053,0.0001,547.2266459465027,332874,36985,55898
Yoochoose 1/64,6,3.7103310344639455,4.466346660143172,69.59307827497634,32.67067582152479,1e-05,546.8568313121796,332874,36985,55898
Yoochoose 1/64,7,3.632979463265917,4.483076743504575,69.66337704474788,32.789508638566325,1e-05,545.5580203533173,332874,36985,55898
Yoochoose 1/64,8,3.6275161873431423,4.485964193237106,69.60118967148844,32.782385025344155,1e-05,550.378532409668,332874,36985,55898
Yoochoose 1/64,9,3.6218126697170474,4.489593847580854,69.5552250912532,32.77502549601935,1.0000000000000002e-06,550.9570636749268,332874,36985,55898
Yoochoose 1/64,10,3.6129454186349776,4.490917072113066,69.53089090171692,32.77714324864533,1.0000000000000002e-06,554.0561571121216,332874,36985,55898
Diginetica,1,7.110740773204389,5.773289658583311,47.68927126912867,15.856013705036625,0.001,634.4346363544464,647523,71947,60858
Diginetica,2,5.417431311653069,5.515658793549545,51.590754305252474,17.283734854149774,0.001,635.5389530658722,647523,71947,60858
Diginetica,3,5.128346000493431,5.475160503933567,52.5289449177867,17.80634686181611,0.0001,633.3327915668488,647523,71947,60858
Diginetica,4,4.381513529537957,5.315877311123366,55.971756987782676,19.659151433067496,0.0001,634.1424531936646,647523,71947,60858
Diginetica,5,4.158741206209576,5.353081923242802,55.75493071288587,19.616566230313385,0.0001,657.127917766571,647523,71947,60858
Diginetica,6,4.044462528888473,5.45485346991353,55.1530988088454,19.471353025620783,1e-05,635.1236710548401,647523,71947,60858
Diginetica,7,3.848022462801333,5.514899295579319,55.15726854490111,19.478220636555307,1e-05,634.5894298553467,647523,71947,60858
Diginetica,8,3.829622526350037,5.53289517385775,55.06553435167554,19.44804679050584,1e-05,633.8627955913544,647523,71947,60858
Diginetica,9,3.814944424542618,5.547622987648653,55.037736111304156,19.41361601215798,1.0000000000000002e-06,633.6540062427521,647523,71947,60858
