dataset,epoch,train_loss,validation_loss,validation_precision@20,validation_mrr@20,learning_rate,epoch_seconds,train_examples,validation_examples,test_examples
Yoochoose 1/64,1,5.619184782758915,4.69783581136384,65.03988103285116,28.705389567673393,0.001,536.6774163246155,332874,36985,55898
Yoochoose 1/64,2,4.4381551264361425,4.474887088970573,67.81397863998919,30.266706722724177,0.001,538.6981706619263,332874,36985,55898
Yoochoose 1/64,3,4.171414051050637,4.419562089212749,68.55752332026498,30.762297607232096,0.0001,538.8089365959167,332874,36985,55898
Yoochoose 1/64,4,3.745315832966164,4.336336479326253,69.77693659591726,32.459009105295074,0.0001,537.2380471229553,332874,36985,55898
Yoochoose 1/64,5,3.655895202229801,4.349408003193504,69.75801000405569,32.65415822362133,0.0001,537.6044228076935,332874,36985,55898
Yoochoose 1/64,6,3.60806926046532,4.36268839185683,69.70663782614574,32.68709019517454,1e-05,537.1928234100342,332874,36985,55898
Yoochoose 1/64,7,3.531338406562307,4.376429050987566,69.72826821684467,32.68334058550414,1e-05,537.5054097175598,332874,36985,55898
Yoochoose 1/64,8,3.5236447384578384,4.379570766189573,69.69041503312154,32.69136978836338,1e-05,535.9663414955139,332874,36985,55898
Yoochoose 1/64,9,3.5190657705489916,4.382662145514835,69.7336758145194,32.716273877271625,1.0000000000000002e-06,536.4084618091583,332874,36985,55898
Yoochoose 1/64,10,3.510058472005068,4.383795284589948,69.73097201568203,32.71229604587243,1.0000000000000002e-06,546.8117339611053,332874,36985,55898
Yoochoose 1/64,11,3.508488098641363,4.384832946903177,69.72826821684467,32.699837230163055,1.0000000000000002e-06,534.144739151001,332874,36985,55898
Yoochoose 1/64,12,3.508310120046596,4.385426192150191,69.71204542382047,32.70101610415527,1.0000000000000002e-07,536.6490585803986,332874,36985,55898
Yoochoose 1/64,13,3.5065186037607265,4.38550036240707,69.72015682033256,32.70026387597188,1.0000000000000002e-07,547.4322745800018,332874,36985,55898
Yoochoose 1/64,14,3.5072576044354093,4.385550073502723,69.72015682033256,32.70058660132024,1.0000000000000002e-07,534.9584684371948,332874,36985,55898
Diginetica,1,7.093281031371794,5.709257525897453,47.52109191488179,15.68124611445616,0.001,630.2061140537262,647523,71947,60858
Diginetica,2,5.352630545896246,5.40833096444099,51.600483689382465,17.441285860928353,0.001,629.1090891361237,647523,71947,60858
Diginetica,3,5.047496767885318,5.382950810857092,52.60400016678944,17.907437507141285,0.0001,627.4855005741119,647523,71947,60858
Diginetica,4,4.296450484230383,5.222303183310368,55.85222455418572,19.623155008123284,0.0001,624.7851233482361,647523,71947,60858
Diginetica,5,4.079004986424463,5.268851871250028,55.66736625571601,19.620149032563294,0.0001,638.7297847270966,647523,71947,60858
Diginetica,6,3.968122653926733,5.362468587069262,55.255952298219526,19.52394108256185,1e-05,637.5301721096039,647523,71947,60858
Diginetica,7,3.776306108477394,5.406068317805367,55.16421810499396,19.53273953172926,1e-05,626.6788470745087,647523,71947,60858
Diginetica,8,3.757785624353735,5.423302478710221,55.08638303195408,19.4973114196382,1e-05,629.1400554180145,647523,71947,60858
Diginetica,9,3.744390663684204,5.440223699302185,55.03078655121131,19.484934775740207,1.0000000000000002e-06,629.2462842464447,647523,71947,60858
